Paper_ES	Paper_ID	Paper	Host_spp	Host_strain	Host_family	Symbiont_spp	Symbio_line	Symbio_type	Symbio_introgression	Natural_enemy_spp	NE_group	NE_line	NE_type	Temperature	Rearing	NE_infection	Uninfected_symbio_strain	Experiment	Sex	Stage	Measure	Group_measure	N_t	Mean_t	SD_t	N_c	Mean_c	SD_c	Obs
P0131	P054	Martinez_et_al_2014_A	Drosophila_simulans	STCP	Drosophilidae	Wolbachia	wBai	Not_natural	Microinjection	FHV	Virus	NA	Generalist	25	Cornmeal	Stab	Natural	Lab	Female	Adult	Viral_load	NE_load	4	2704.820798	3481.200391	20	3660.687873	2610.665789	From_raw_data
P0132	P054	Martinez_et_al_2014_A	Drosophila_simulans	STCP	Drosophilidae	Wolbachia	wBic	Not_natural	Microinjection	FHV	Virus	NA	Generalist	25	Cornmeal	Stab	Natural	Lab	Female	Adult	Viral_load	NE_load	4	1436.037428	503.8167916	20	3660.687873	2610.665789	From_raw_data
P0133	P054	Martinez_et_al_2014_A	Drosophila_simulans	STCP	Drosophilidae	Wolbachia	wBor	Not_natural	Microinjection	FHV	Virus	NA	Generalist	25	Cornmeal	Stab	Natural	Lab	Female	Adult	Viral_load	NE_load	3	2606.640219	2545.364499	20	3660.687873	2610.665789	From_raw_data
P0134	P054	Martinez_et_al_2014_A	Drosophila_simulans	STCP	Drosophilidae	Wolbachia	wHa	Natural	Backcrossing	FHV	Virus	NA	Generalist	25	Cornmeal	Stab	Natural	Lab	Female	Adult	Viral_load	NE_load	10	2243.331762	849.2611857	20	3660.687873	2610.665789	From_raw_data
P0135	P054	Martinez_et_al_2014_A	Drosophila_simulans	STCP	Drosophilidae	Wolbachia	wInn	Not_natural	Microinjection	FHV	Virus	NA	Generalist	25	Cornmeal	Stab	Natural	Lab	Female	Adult	Viral_load	NE_load	10	11416.0577	13284.12619	20	3660.687873	2610.665789	From_raw_data
P0136	P054	Martinez_et_al_2014_A	Drosophila_simulans	STCP	Drosophilidae	Wolbachia	wMa	Natural	Backcrossing	FHV	Virus	NA	Generalist	25	Cornmeal	Stab	Natural	Lab	Female	Adult	Viral_load	NE_load	10	3190.264663	2637.468512	20	3660.687873	2610.665789	From_raw_data
P0137	P054	Martinez_et_al_2014_A	Drosophila_simulans	STCP	Drosophilidae	Wolbachia	wMel	Not_natural	Microinjection	FHV	Virus	NA	Generalist	25	Cornmeal	Stab	Natural	Lab	Female	Adult	Viral_load	NE_load	10	2690.482215	2766.894544	20	3660.687873	2610.665789	From_raw_data
P0138	P054	Martinez_et_al_2014_A	Drosophila_simulans	STCP	Drosophilidae	Wolbachia	wMelCS	Not_natural	Microinjection	FHV	Virus	NA	Generalist	25	Cornmeal	Stab	Natural	Lab	Female	Adult	Viral_load	NE_load	5	765.6391046	510.3279643	20	3660.687873	2610.665789	From_raw_data
P0139	P054	Martinez_et_al_2014_A	Drosophila_simulans	STCP	Drosophilidae	Wolbachia	wPro	Not_natural	Microinjection	FHV	Virus	NA	Generalist	25	Cornmeal	Stab	Natural	Lab	Female	Adult	Viral_load	NE_load	10	5237.135744	3735.101472	20	3660.687873	2610.665789	From_raw_data
P0140	P054	Martinez_et_al_2014_A	Drosophila_simulans	STCP	Drosophilidae	Wolbachia	wSan	Not_natural	Microinjection	FHV	Virus	NA	Generalist	25	Cornmeal	Stab	Natural	Lab	Female	Adult	Viral_load	NE_load	10	8324.49214	3956.062919	20	3660.687873	2610.665789	From_raw_data
P0141	P054	Martinez_et_al_2014_A	Drosophila_simulans	STCP	Drosophilidae	Wolbachia	wSh	Not_natural	Microinjection	FHV	Virus	NA	Generalist	25	Cornmeal	Stab	Natural	Lab	Female	Adult	Viral_load	NE_load	10	5094.954135	3129.949856	20	3660.687873	2610.665789	From_raw_data
P0142	P054	Martinez_et_al_2014_A	Drosophila_simulans	STCP	Drosophilidae	Wolbachia	wStv	Not_natural	Microinjection	FHV	Virus	NA	Generalist	25	Cornmeal	Stab	Natural	Lab	Female	Adult	Viral_load	NE_load	10	1850.963252	942.7189252	20	3660.687873	2610.665789	From_raw_data
P0143	P054	Martinez_et_al_2014_A	Drosophila_simulans	STCP	Drosophilidae	Wolbachia	wTei	Not_natural	Microinjection	FHV	Virus	NA	Generalist	25	Cornmeal	Stab	Natural	Lab	Female	Adult	Viral_load	NE_load	10	877.999376	338.2322646	20	3660.687873	2610.665789	From_raw_data
P0144	P054	Martinez_et_al_2014_A	Drosophila_simulans	STCP	Drosophilidae	Wolbachia	wTri	Not_natural	Microinjection	FHV	Virus	NA	Generalist	25	Cornmeal	Stab	Natural	Lab	Female	Adult	Viral_load	NE_load	10	8111.861999	4324.387588	20	3660.687873	2610.665789	From_raw_data
P0145	P054	Martinez_et_al_2014_A	Drosophila_simulans	STCP	Drosophilidae	Wolbachia	wTro	Not_natural	Microinjection	FHV	Virus	NA	Generalist	25	Cornmeal	Stab	Natural	Lab	Female	Adult	Viral_load	NE_load	10	3033.480391	2531.904268	20	3660.687873	2610.665789	From_raw_data
P0146	P054	Martinez_et_al_2014_A	Drosophila_simulans	STCP	Drosophilidae	Wolbachia	wYak	Not_natural	Microinjection	FHV	Virus	NA	Generalist	25	Cornmeal	Stab	Natural	Lab	Female	Adult	Viral_load	NE_load	10	1421.153244	1393.877111	20	3660.687873	2610.665789	From_raw_data
P0147	P052	Martinez_et_al_2017	Drosophila_ananassae	NA	Drosophilidae	Wolbachia	wAna	Natural	Natural	FHV	Virus	NA	Generalist	22	Cornmeal	Stab	Antibiotic	Lab	Female	Adult	Viral_load	NE_load	4	363.1309717	388.5899642	5	787.1900399	661.1470749	Calculated_from_raw_data,_experiment_1
P0148	P052	Martinez_et_al_2017	Drosophila_simulans	NA	Drosophilidae	Wolbachia	wAu	Natural	Natural	FHV	Virus	NA	Generalist	22	Cornmeal	Stab	Antibiotic	Lab	Female	Adult	Viral_load	NE_load	5	0.089331603	0.146498161	4	5.340200316	3.932125643	Calculated_from_raw_data,_experiment_1
P0149	P052	Martinez_et_al_2017	Drosophila_baimaii	NA	Drosophilidae	Wolbachia	wBai	Natural	Natural	FHV	Virus	NA	Generalist	22	Cornmeal	Stab	Antibiotic	Lab	Female	Adult	Viral_load	NE_load	5	16.52661661	19.0434612	3	32.42447179	25.92003548	Calculated_from_raw_data,_experiment_1
P0150	P052	Martinez_et_al_2017	Drosophila_simulans	NA	Drosophilidae	Wolbachia	wHa	Natural	Natural	FHV	Virus	NA	Generalist	22	Cornmeal	Stab	Antibiotic	Lab	Female	Adult	Viral_load	NE_load	5	61.69002558	63.22320942	3	48.59257298	46.4806837	Calculated_from_raw_data,_experiment_1
P0151	P052	Martinez_et_al_2017	Drosophila_simulans	NA	Drosophilidae	Wolbachia	wMa	Natural	Natural	FHV	Virus	NA	Generalist	22	Cornmeal	Stab	Antibiotic	Lab	Female	Adult	Viral_load	NE_load	5	25.08111244	18.10543655	4	17.38459338	11.30810422	Calculated_from_raw_data,_experiment_1
P0152	P052	Martinez_et_al_2017	Drosophila_melanogaster	NA	Drosophilidae	Wolbachia	wMel	Natural	Backcrossing	FHV	Virus	NA	Generalist	22	Cornmeal	Stab	Backcrossing	Lab	Female	Adult	Viral_load	NE_load	5	7.344375988	5.078409788	5	36.17361382	50.51873215	Calculated_from_raw_data,_experiment_1
P0153	P052	Martinez_et_al_2017	Drosophila_melanogaster	NA	Drosophilidae	Wolbachia	wMelCS	Natural	Backcrossing	FHV	Virus	NA	Generalist	22	Cornmeal	Stab	Backcrossing	Lab	Female	Adult	Viral_load	NE_load	5	1.787890531	2.348467321	5	16.93625606	17.93989439	Calculated_from_raw_data,_experiment_1
P0154	P052	Martinez_et_al_2017	Drosophila_melanogaster	NA	Drosophilidae	Wolbachia	wMelPop	Natural	Backcrossing	FHV	Virus	NA	Generalist	22	Cornmeal	Stab	Backcrossing	Lab	Female	Adult	Viral_load	NE_load	4	29.3466359	57.99839622	4	250.7743687	471.5337199	Calculated_from_raw_data,_experiment_1
P0155	P052	Martinez_et_al_2017	Drosophila_simulans	NA	Drosophilidae	Wolbachia	wNo	Natural	Natural	FHV	Virus	NA	Generalist	22	Cornmeal	Stab	Antibiotic	Lab	Female	Adult	Viral_load	NE_load	5	9.525152384	8.020388391	4	61.02899386	113.5191143	Calculated_from_raw_data,_experiment_1
P0156	P052	Martinez_et_al_2017	Drosophila_prosaltans	NA	Drosophilidae	Wolbachia	wPro	Natural	Natural	FHV	Virus	NA	Generalist	22	Cornmeal	Stab	Antibiotic	Lab	Female	Adult	Viral_load	NE_load	4	1558.361494	3059.656824	4	14.68662054	14.77830561	Calculated_from_raw_data,_experiment_1
P0157	P052	Martinez_et_al_2017	Drosophila_simulans	NA	Drosophilidae	Wolbachia	wRi	Natural	Natural	FHV	Virus	NA	Generalist	22	Cornmeal	Stab	Antibiotic	Lab	Female	Adult	Viral_load	NE_load	4	129.8778239	247.5466814	5	20.22228841	13.44835157	Calculated_from_raw_data,_experiment_1
P0158	P052	Martinez_et_al_2017	Drosophila_sechellia	NA	Drosophilidae	Wolbachia	wSh	Natural	Natural	FHV	Virus	NA	Generalist	22	Cornmeal	Stab	Antibiotic	Lab	Female	Adult	Viral_load	NE_load	3	3.579309045	1.083831945	3	8.710207457	13.0393568	Calculated_from_raw_data,_experiment_1
P0159	P052	Martinez_et_al_2017	Drosophila_sturtevanti	NA	Drosophilidae	Wolbachia	wStv	Natural	Natural	FHV	Virus	NA	Generalist	22	Cornmeal	Stab	Antibiotic	Lab	Female	Adult	Viral_load	NE_load	4	2.842553459	5.603303957	7	5.664579348	9.477923119	Calculated_from_raw_data,_experiment_1
P0160	P052	Martinez_et_al_2017	Drosophila_suzukii	NA	Drosophilidae	Wolbachia	wSuz	Natural	Natural	FHV	Virus	NA	Generalist	22	Cornmeal	Stab	Antibiotic	Lab	Female	Adult	Viral_load	NE_load	2	6.987180212	3.782841739	3	9.119551507	1.787758856	Calculated_from_raw_data,_experiment_1
P0161	P052	Martinez_et_al_2017	Drosophila_teissieri	NA	Drosophilidae	Wolbachia	wTei	Natural	Natural	FHV	Virus	NA	Generalist	22	Cornmeal	Stab	Antibiotic	Lab	Female	Adult	Viral_load	NE_load	4	14.41110764	14.11796693	4	65.56879388	51.037206	Calculated_from_raw_data,_experiment_1
P0162	P052	Martinez_et_al_2017	Drosophila_triauraria	NA	Drosophilidae	Wolbachia	wTri	Natural	Natural	FHV	Virus	NA	Generalist	22	Cornmeal	Stab	Antibiotic	Lab	Female	Adult	Viral_load	NE_load	3	9.977791001	6.585120097	5	13.06743581	11.59591451	Calculated_from_raw_data,_experiment_1
P0163	P052	Martinez_et_al_2017	Drosophila_tropicalis	NA	Drosophilidae	Wolbachia	wTro	Natural	Natural	FHV	Virus	NA	Generalist	22	Cornmeal	Stab	Antibiotic	Lab	Female	Adult	Viral_load	NE_load	3	0.328333005	0.42453451	5	8.065538093	10.14261451	Calculated_from_raw_data,_experiment_1
P0164	P052	Martinez_et_al_2017	Drosophila_simulans	STCP	Drosophilidae	Wolbachia	wAna	Not_natural	Microinjection	FHV	Virus	NA	Generalist	25	Cornmeal	Stab	Antibiotic	Lab	Female	Adult	Viral_load	NE_load	6	27.42457666	17.85170776	12	118.2358514	68.64738277	Calculated_from_raw_data,_experiment_2
P0165	P052	Martinez_et_al_2017	Drosophila_simulans	STCP	Drosophilidae	Wolbachia	wAu	Natural	Microinjection	FHV	Virus	NA	Generalist	25	Cornmeal	Stab	Antibiotic	Lab	Female	Adult	Viral_load	NE_load	6	0.404245664	0.753706471	12	118.2358514	68.64738277	Calculated_from_raw_data,_experiment_2
P0166	P052	Martinez_et_al_2017	Drosophila_simulans	STCP	Drosophilidae	Wolbachia	wMel	Not_natural	Microinjection	FHV	Virus	NA	Generalist	25	Cornmeal	Stab	Antibiotic	Lab	Female	Adult	Viral_load	NE_load	6	22.21967325	43.92497467	12	118.2358514	68.64738277	Calculated_from_raw_data,_experiment_2
P0167	P052	Martinez_et_al_2017	Drosophila_simulans	STCP	Drosophilidae	Wolbachia	wMelCS	Not_natural	Microinjection	FHV	Virus	NA	Generalist	25	Cornmeal	Stab	Antibiotic	Lab	Female	Adult	Viral_load	NE_load	3	0.165015388	0.251336661	12	118.2358514	68.64738277	Calculated_from_raw_data,_experiment_2
P0168	P052	Martinez_et_al_2017	Drosophila_simulans	STCP	Drosophilidae	Wolbachia	wPro	Not_natural	Microinjection	FHV	Virus	NA	Generalist	25	Cornmeal	Stab	Antibiotic	Lab	Female	Adult	Viral_load	NE_load	6	139.0921677	153.4237859	12	118.2358514	68.64738277	Calculated_from_raw_data,_experiment_2
P0169	P052	Martinez_et_al_2017	Drosophila_simulans	STCP	Drosophilidae	Wolbachia	wSh	Not_natural	Microinjection	FHV	Virus	NA	Generalist	25	Cornmeal	Stab	Antibiotic	Lab	Female	Adult	Viral_load	NE_load	6	115.6470472	86.35168614	12	118.2358514	68.64738277	Calculated_from_raw_data,_experiment_2
P0170	P052	Martinez_et_al_2017	Drosophila_simulans	STCP	Drosophilidae	Wolbachia	wTei	Not_natural	Microinjection	FHV	Virus	NA	Generalist	25	Cornmeal	Stab	Antibiotic	Lab	Female	Adult	Viral_load	NE_load	6	31.84718117	31.6140222	12	118.2358514	68.64738277	Calculated_from_raw_data,_experiment_2
P0171	P052	Martinez_et_al_2017	Drosophila_simulans	STCP	Drosophilidae	Wolbachia	wTro	Not_natural	Microinjection	FHV	Virus	NA	Generalist	25	Cornmeal	Stab	Antibiotic	Lab	Female	Adult	Viral_load	NE_load	6	47.90342226	24.90962355	12	118.2358514	68.64738277	Calculated_from_raw_data,_experiment_2
P0172	P052	Martinez_et_al_2017	Drosophila_ananassae	NA	Drosophilidae	Wolbachia	wAna	Natural	Natural	FHV	Virus	NA	Generalist	25	Cornmeal	Stab	Antibiotic	Lab	Female	Adult	Viral_load	NE_load	6	337.2861327	102.3702752	6	178.7730556	83.1022062	Calculated_from_raw_data,_experiment_2
P0173	P052	Martinez_et_al_2017	Drosophila_simulans	NA	Drosophilidae	Wolbachia	wAu	Natural	Natural	FHV	Virus	NA	Generalist	25	Cornmeal	Stab	Antibiotic	Lab	Female	Adult	Viral_load	NE_load	6	0.025910339	0.021231725	6	0.89683374	0.463367474	Calculated_from_raw_data,_experiment_2
P0174	P052	Martinez_et_al_2017	Drosophila_melanogaster	NA	Drosophilidae	Wolbachia	wMel	Natural	Backcrossing	FHV	Virus	NA	Generalist	25	Cornmeal	Stab	Backcrossing	Lab	Female	Adult	Viral_load	NE_load	6	1.768739049	1.313566685	6	18.07173308	21.70592033	Calculated_from_raw_data,_experiment_2
P0175	P052	Martinez_et_al_2017	Drosophila_melanogaster	NA	Drosophilidae	Wolbachia	wMelCS	Natural	Backcrossing	FHV	Virus	NA	Generalist	25	Cornmeal	Stab	Backcrossing	Lab	Female	Adult	Viral_load	NE_load	6	0.093838759	0.099899131	6	13.39716084	13.42447593	Calculated_from_raw_data,_experiment_2
P0176	P052	Martinez_et_al_2017	Drosophila_prosaltans	NA	Drosophilidae	Wolbachia	wPro	Natural	Natural	FHV	Virus	NA	Generalist	25	Cornmeal	Stab	Antibiotic	Lab	Female	Adult	Viral_load	NE_load	6	20.02010581	15.99287636	6	12.97286557	7.264712075	Calculated_from_raw_data,_experiment_2
P0177	P052	Martinez_et_al_2017	Drosophila_sechellia	NA	Drosophilidae	Wolbachia	wSh	Natural	Natural	FHV	Virus	NA	Generalist	25	Cornmeal	Stab	Antibiotic	Lab	Female	Adult	Viral_load	NE_load	6	4.103653195	2.128626311	6	3.507198952	2.085356546	Calculated_from_raw_data,_experiment_2
P0178	P052	Martinez_et_al_2017	Drosophila_teissieri	NA	Drosophilidae	Wolbachia	wTei	Natural	Natural	FHV	Virus	NA	Generalist	25	Cornmeal	Stab	Antibiotic	Lab	Female	Adult	Viral_load	NE_load	6	27.23511154	10.89779551	6	58.88218647	34.1600344	Calculated_from_raw_data,_experiment_2
P0179	P052	Martinez_et_al_2017	Drosophila_tropicalis	NA	Drosophilidae	Wolbachia	wTro	Natural	Natural	FHV	Virus	NA	Generalist	25	Cornmeal	Stab	Antibiotic	Lab	Female	Adult	Viral_load	NE_load	6	0.034218371	0.019866453	6	0.464752751	0.251079322	Calculated_from_raw_data,_experiment_2
P0180	P093	Moreira_et_al_2009	Aedes_aegypti	PGYP1	Culicidae	Wolbachia	wMelPop	Not_natural	Microinjection	DENV-2	Virus	NA	Generalist	25	Sucrose_solution	Stab	Antibiotic	Lab	Female	Adult	Viral_load	NE_load	17	2388.06	3692.32355	21	282687	192878.5534	NA
P0181	P093	Moreira_et_al_2009	Aedes_aegypti	PGYP1OUT	Culicidae	Wolbachia	wMelPop	Not_natural	Microinjection	DENV-2	Virus	NA	Generalist	25	Sucrose_solution	Stab	Antibiotic	Lab	Female	Adult	Viral_load	NE_load	21	36417.9	155941.4307	22	262985	277224.5704	NA
P0182	P164	Mousson_et_al_2012	Aedes_albopictus	NA	Culicidae	Wolbachia	wAlbA_wAlbB	Natural	Natural	DENV-2	Virus	NA	Generalist	28	Sucrose_solution	Oral	Antibiotic	Lab	Female	Adult	Viral_load	NE_load	7	71.62	0	7	692.75	32553	titer_10^4,_dia_14
P0183	P164	Mousson_et_al_2012	Aedes_albopictus	NA	Culicidae	Wolbachia	wAlbA_wAlbB	Natural	Natural	DENV-2	Virus	NA	Generalist	28	Sucrose_solution	Oral	Antibiotic	Lab	Female	Adult	Viral_load	NE_load	7	5130000	92666352	7	3430000	5750979	titer_10^5,_dia_14
P0184	P164	Mousson_et_al_2012	Aedes_albopictus	NA	Culicidae	Wolbachia	wAlbA_wAlbB	Natural	Natural	DENV-2	Virus	NA	Generalist	28	Sucrose_solution	Oral	Antibiotic	Lab	Female	Adult	Viral_load	NE_load	7	56600000	114736288	7	30000000	7319165952	titer_10^6,_dia_14
P0185	P164	Mousson_et_al_2012	Aedes_albopictus	NA	Culicidae	Wolbachia	wAlbA_wAlbB	Natural	Natural	DENV-2	Virus	NA	Generalist	28	Sucrose_solution	Oral	Antibiotic	Lab	Female	Adult	Viral_load	NE_load	7	41600000	172179104	7	187000000	2353609984	titer_10^7,_dia_14
P0186	P173	Osborne_et_al_2009	Drosophila_simulans	CJ121	Drosophilidae	Wolbachia	wAu	Natural	Natural	DCV	Virus	NA	Generalist	25	NA	Microinjection	Antibiotic	Lab	NA	Adult	Viral_load	NE_load	2	13716.3	23630.95471	2	11100000	318363767.7	NA
P0187	P173	Osborne_et_al_2009	Drosophila_simulans	CJ122	Drosophilidae	Wolbachia	wHa	Natural	Natural	DCV	Virus	NA	Generalist	25	NA	Microinjection	Antibiotic	Lab	NA	Adult	Viral_load	NE_load	2	1550000000	2670397979	2	1200000000	34417704618	NA
P0188	P173	Osborne_et_al_2009	Drosophila_simulans	CJ123	Drosophilidae	Wolbachia	wRi	Natural	Natural	DCV	Virus	NA	Generalist	25	NA	Microinjection	Antibiotic	Lab	NA	Adult	Viral_load	NE_load	2	52300000	0	2	88200000	2529701289	NA
P0189	P173	Osborne_et_al_2009	Drosophila_simulans	NA	Drosophilidae	Wolbachia	wMel	Not_natural	Microinjection	DCV	Virus	NA	Generalist	25	NA	Microinjection	Antibiotic	Lab	NA	Adult	Viral_load	NE_load	2	27420.8	47241.57993	2	71300000	2044985283	NA
P0190	P173	Osborne_et_al_2009	Drosophila_simulans	NA	Drosophilidae	Wolbachia	wNo	Natural	Natural	DCV	Virus	NA	Generalist	25	NA	Microinjection	Antibiotic	Lab	NA	Adult	Viral_load	NE_load	2	4620000000	7959508814	2	5360000000	1.54E+11	NA
P0191	P133	Skelton_et_al_2016	Aedes_notoscripyus	NA	Culicidae	Wolbachia	NA	Natural	Natural	DENV	Virus	92T	Generalist	25	Sucrose_solution	Oral	Antibiotic	Lab	Female	Adult	Viral_load	NE_load	30	8086312500	2.78E+10	30	18200000000	3.60E+10	NA
P0192	P189	Teixeira_et_al_2008	Drosophila_melanogaster	NA	Drosophilidae	Wolbachia	NA	Natural	Natural	DCV	Virus	NA	Generalist	25	NA	Microinjection	Antibiotic	Lab	Male	Adult	Viral_load	NE_load	4	877.82	730.34624	4	9390000	354284700	NA
P0193	P189	Teixeira_et_al_2008	Drosophila_melanogaster	NA	Drosophilidae	Wolbachia	NA	Natural	Natural	FHV	Virus	NA	Generalist	25	NA	Microinjection	Antibiotic	Lab	Male	Adult	Viral_load	NE_load	10	2060000000	1713920000	10	6430000000	2.42604E+11	NA
P0194	P189	Teixeira_et_al_2008	Drosophila_melanogaster	NA	Drosophilidae	Wolbachia	NA	Natural	Natural	IIV-6	Virus	NA	Generalist	25	NA	Microinjection	Antibiotic	Lab	Male	Adult	Viral_load	NE_load	10	9120000000	7587840000	10	8820000000	3.32779E+11	NA
P0195	P145	van_der_Hurk_et_al_2012	Aedes_aegypti	MGYP2	Culicidae	Wolbachia	wMel	Not_natural	Microinjection	YFV	Virus	NA	Generalist	28	NA	Stab	Antibiotic	Lab	NA	Adult	Viral_load	NE_load	13	8240000000	229088928	25	8890000000	515759296	TCID5010_3.5
P0196	P145	van_der_Hurk_et_al_2012	Aedes_aegypti	MGYP2	Culicidae	Wolbachia	wMel	Not_natural	Microinjection	YFV	Virus	NA	Generalist	28	NA	Stab	Antibiotic	Lab	NA	Adult	Viral_load	NE_load	34	7400000000	890303616	25	7580000000	919590784	TCID5010_4.5
P0197	P145	van_der_Hurk_et_al_2012	Aedes_aegypti	MGYP2	Culicidae	Wolbachia	wMel	Not_natural	Microinjection	YFV	Virus	NA	Generalist	28	NA	Stab	Antibiotic	Lab	NA	Adult	Viral_load	NE_load	31	7400000000	608000000	15	8390000000	784106112	TCID5010_4
P0198	P145	van_der_Hurk_et_al_2012	Aedes_aegypti	PGYP1	Culicidae	Wolbachia	wMelPop	Not_natural	Microinjection	YFV	Virus	NA	Generalist	28	NA	Stab	Antibiotic	Lab	NA	Adult	Viral_load	NE_load	25	0	0	25	8390000000	544412608	TCID5010_3.5
P0199	P145	van_der_Hurk_et_al_2012	Aedes_aegypti	PGYP1	Culicidae	Wolbachia	wMelPop	Not_natural	Microinjection	YFV	Virus	NA	Generalist	28	NA	Stab	Antibiotic	Lab	NA	Adult	Viral_load	NE_load	18	2680000000	976790208	23	7800000000	459795392	TCID5010_4.5
P0200	P145	van_der_Hurk_et_al_2012	Aedes_aegypti	PGYP1	Culicidae	Wolbachia	wMelPop	Not_natural	Microinjection	YFV	Virus	NA	Generalist	28	NA	Stab	Antibiotic	Lab	NA	Adult	Viral_load	NE_load	25	429000000	1344000000	25	8560000000	800000000	TCID5010_4
P0201	P153	Walker_et_al_2011	Aedes_aegypti	MGYP2OUT	Culicidae	Wolbachia	wMel	Not_natural	Microinjection	DENV-2	Virus	92T	Generalist	25	Sucrose_solution	Oral	Antibiotic	Lab	Female	Adult	Viral_load	NE_load	25	442.308	288.45	25	730267	1148365	NA
P0202	P153	Walker_et_al_2011	Aedes_aegypti	PGYP1OUT	Culicidae	Wolbachia	wMelPop	Not_natural	Microinjection	DENV-2	Virus	92T	Generalist	25	Sucrose_solution	Oral	Antibiotic	Lab	Female	Adult	Viral_load	NE_load	25	19.2	0	25	730267	1148365	NA
P0203	P147	Ye_et_al_2016	Aedes_aegypti	NA	Culicidae	Wolbachia	wMel	Not_natural	NA	DENV-3	Virus	NA	Generalist	25	Sucrose_solution	Oral	Natural	Lab	Female	Adult	Viral_load	NE_load	64	453873	781949.3818	60	23300000	668277098	From_figure_1
P0204	P147	Ye_et_al_2016	Aedes_aegypti	NA	Culicidae	Wolbachia	wMel	Not_natural	NA	DENV-3	Virus	NA	Generalist	28	Sucrose_solution	Oral	Natural	Lab	Female	Adult	Viral_load	NE_load	56	32158.8	55404.38356	56	24700000	708431086.7	From_figure_1
P0205	P182	Kovacs_et_al_2017	Acyrthosiphon_pisum	5A	Aphididae	Other	NA	Natural	Natural	Harmonia_axyridis	Predator	NA	Generalist	20	Broad_bean	NA	Natural	Lab	Male	Adult	Weight	Body_size	25	0.0149	0.002	25	0.0156	0.0018	NA
P0206	P182	Kovacs_et_al_2017	Acyrthosiphon_pisum	5A	Aphididae	Other	NA	Natural	Natural	Harmonia_axyridis	Predator	PA01	Generalist	20	Broad_bean	NA	Natural	Lab	Female	Adult	Weight	Body_size	14	0.0157	0.002	23	0.017	0.0025	NA
P0207	P182	Kovacs_et_al_2017	Acyrthosiphon_pisum	5A	Aphididae	Hamiltonella	NA	Natural	Natural	Harmonia_axyridis	Predator	NA	Generalist	20	Broad_bean	NA	Natural	Lab	Female	Adult	Weight	Body_size	22	0.0178	0.003	23	0.017	0.0025	NA
P0208	P182	Kovacs_et_al_2017	Acyrthosiphon_pisum	5A	Aphididae	Hamiltonella	NA	Natural	Natural	Harmonia_axyridis	Predator	NA	Generalist	20	Broad_bean	NA	Natural	Lab	Male	Adult	Weight	Body_size	30	0.0156	0.003	25	0.0156	0.0018	NA
P0209	P182	Kovacs_et_al_2017	Acyrthosiphon_pisum	5A	Aphididae	Other	NA	Natural	Natural	Harmonia_axyridis	Predator	NA	Generalist	20	Broad_bean	NA	Natural	Lab	Female	Adult	Weight	Body_size	24	0.0146	0.003	23	0.017	0.0025	NA
P0210	P182	Kovacs_et_al_2017	Acyrthosiphon_pisum	5A	Aphididae	Other	NA	Natural	Natural	Harmonia_axyridis	Predator	NA	Generalist	20	Broad_bean	NA	Natural	Lab	Male	Adult	Weight	Body_size	15	0.0138	0.001	25	0.0156	0.0018	NA
P0211	P226	Luo_et_al_2020	Sitobion_avenae	NA	Aphididae	Other	Linyi1	Natural	Natural	Aphidius_asychis	Parasitoid	NA	Generalist	20	Wheat_plant	NA	Natural	Lab	NA	Immature	Weight	Body_size	27	84.65	3.013768405	27	92.47	5.081837069	NA
P0212	P226	Luo_et_al_2020	Sitobion_avenae	NA	Aphididae	Other	Linyi2	Natural	Natural	Aphidius_asychis	Parasitoid	NA	Generalist	20	Wheat_plant	NA	Natural	Lab	NA	Immature	Weight	Body_size	27	84.84	2.026499445	27	92.47	5.081837069	NA
P0213	P226	Luo_et_al_2020	Sitobion_avenae	NA	Aphididae	Other	Linyi1	Natural	Natural	Aphidius_gifuensis	Parasitoid	NA	Generalist	20	Wheat_plant	NA	Natural	Lab	NA	Immature	Weight	Body_size	26	219.5	8.974274344	27	290.1	8.974274344	NA
P0214	P226	Luo_et_al_2020	Sitobion_avenae	NA	Aphididae	Other	Linyi2	Natural	Natural	Aphidius_gifuensis	Parasitoid	NA	Generalist	20	Wheat_plant	NA	Natural	Lab	NA	Immature	Weight	Body_size	26	221.5	6.730705758	27	290.1	8.974274344	NA
P0215	P014	Martinez_et_al_2016_A	Acyrthosiphon_pisum	CJ113	Aphididae	Hamiltonella	NA	Natural	Microinjection	Praon_pequodorum	Parasitoid	NA	Generalist	20	Broad_bean	NA	Natural	Lab	Female	Adult	Weight	Body_size	20	0.1316	0.031500042	24	0.134416667	0.036341277	From_raw_data
P0216	P014	Martinez_et_al_2016_A	Acyrthosiphon_pisum	CJ114	Aphididae	Hamiltonella	NA	Natural	Microinjection	Praon_pequodorum	Parasitoid	NA	Generalist	20	Broad_bean	NA	Natural	Lab	Male	Adult	Weight	Body_size	19	0.111315789	0.039596651	20	0.11385	0.020173654	From_raw_data
P0217	P014	Martinez_et_al_2016_A	Acyrthosiphon_pisum	CJ115	Aphididae	Hamiltonella	NA	Natural	Microinjection	Praon_pequodorum	Parasitoid	NA	Generalist	20	Broad_bean	NA	Natural	Lab	Female	Adult	Weight	Body_size	31	0.147032258	0.033935708	24	0.134416667	0.036341277	From_raw_data
